"","pid","group","race_ethn","gender","age","geq_1","geq_10","geq_11","geq_12","geq_13","geq_14","geq_15","geq_16","geq_17","geq_18","geq_19","geq_2","geq_20","geq_3","geq_4","geq_5","geq_6","geq_7","geq_8","geq_9","ibqh_1","ibqh_10","ibqh_11","ibqh_12","ibqh_2","ibqh_3","ibqh_4","ibqh_5","ibqh_6","ibqh_7","ibqh_8","ibqh_9","tsc_1","tsc_10","tsc_11","tsc_12","tsc_13","tsc_14","tsc_15","tsc_16","tsc_17","tsc_18","tsc_19","tsc_2","tsc_20","tsc_21","tsc_22","tsc_23","tsc_24","tsc_25","tsc_26","tsc_27","tsc_28","tsc_29","tsc_3","tsc_30","tsc_31","tsc_32","tsc_33","tsc_34","tsc_35","tsc_36","tsc_37","tsc_38","tsc_39","tsc_4","tsc_40","tsc_5","tsc_6","tsc_7","tsc_8","tsc_9"
"246",247,"1","5","2",18,3,2,2,1,3,2,1,1,1,1,1,3,1,1,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"247",248,"1","6","2",18,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,1,0
"248",249,"1","5","2",19,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"249",250,"1","6","1",19,3,1,1,1,3,3,3,3,1,1,1,3,1,3,3,1,1,1,1,1,0,3,3,0,3,0,3,0,0,0,0,3,1,0,0,0,0,2,1,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,1,0
"250",251,"1","5","1",21,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"251",252,"1","5","1",21,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,1,2,1,1,1,1,1,1,1,1,1,1,3,2,0,1,1,3,2,1,0,0,2,3,0,0,3,0,1,0,0,0,2,0,0,0,0,3,1,1,0,0,2,0,2,3,0,0,0,0,3,0
"252",253,"1","5","2",18,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0
"253",254,"1","4","1",22,5,4,2,2,3,3,1,2,1,1,2,5,1,5,5,5,5,5,5,5,1,0,0,0,2,1,0,1,1,0,0,1,2,0,0,2,0,1,0,0,0,0,3,0,0,0,2,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0
"254",255,"1","5","1",18,4,3,3,2,2,2,2,2,1,2,2,4,2,4,4,4,3,2,2,3,2,1,1,1,1,1,1,1,1,2,1,1,3,0,1,2,2,1,2,1,2,1,0,1,2,1,2,0,1,3,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,2,1,1,1
"255",256,"1","2","1",19,3,3,3,2,2,2,2,2,1,1,1,3,1,3,3,2,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,1,2,0,0,0,0,1,1,0,0,3,3,0,0,3,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,3
"256",257,"1","2","1",21,1,1,3,2,1,2,1,2,2,1,2,1,3,1,1,2,1,2,1,2,1,0,0,0,0,1,1,1,0,1,0,0,0,1,2,2,1,2,0,1,1,2,1,1,2,2,2,1,1,1,2,2,1,2,1,2,1,2,0,2,3,1,2,0,1,1,1,3,3,2,1,1
"257",258,"1","5","2",19,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,2,2,0,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2,2,0,0,0,0,0,2,0,3,0,0,0
"258",259,"1","6","2",19,2,2,3,3,2,2,1,1,2,2,2,2,2,3,2,1,1,1,1,1,3,0,0,0,3,3,3,2,2,0,0,0,0,2,0,2,0,2,1,0,0,2,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0
"259",260,"1","5","1",19,2,1,2,2,1,1,1,1,1,1,1,3,1,3,3,2,1,1,1,1,2,2,2,2,1,1,3,2,2,2,2,2,3,2,1,3,1,3,3,1,3,3,1,3,1,1,3,0,1,3,3,1,1,0,2,0,2,1,3,3,0,0,3,2,2,3,0,1,3,3,3,1
"260",261,"1","5","2",21,3,3,3,3,1,1,1,1,1,4,4,2,4,4,4,4,3,1,1,1,2,1,1,1,1,1,2,2,2,1,1,1,3,0,1,2,0,0,2,0,1,0,1,2,0,0,2,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,1,2,1
"261",262,"1","2","2",19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"262",263,"1","5","1",18,3,5,5,5,3,2,1,1,1,2,2,3,2,4,4,4,4,3,2,4,2,2,0,0,1,0,1,0,0,1,1,0,3,1,2,1,0,2,0,0,2,2,0,1,0,0,1,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,3,2,0,0,0,1,0
"263",264,"1","5","1",18,5,3,4,3,1,1,1,1,2,3,2,4,1,5,5,5,4,4,3,3,1,2,1,1,0,0,2,1,0,1,1,0,3,2,0,1,1,2,1,2,2,2,0,1,1,0,2,0,0,0,0,0,2,0,0,0,1,0,1,2,1,0,1,1,0,3,1,0,2,0,2,0
"264",265,"1","5","1",18,2,3,2,2,1,1,1,1,1,1,1,2,1,2,2,2,2,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0
"265",266,"1","5","2",18,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"266",267,"1","5","1",18,5,1,4,1,3,3,1,1,1,1,4,5,3,5,5,5,5,5,3,5,2,0,1,1,2,1,1,2,1,1,1,0,3,2,3,3,0,3,3,0,1,2,2,1,1,0,3,0,0,3,3,0,3,0,2,1,0,1,3,3,1,0,0,0,0,3,0,1,2,0,3,1
"267",268,"1","5","2",18,3,2,2,3,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"268",269,"1","2","1",18,3,3,3,2,2,2,2,2,1,1,2,3,1,3,2,2,1,1,1,1,2,1,1,1,1,1,1,0,0,0,0,2,2,0,0,3,0,3,3,1,0,1,1,0,0,0,3,0,1,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,2,1,0,1
"269",270,"1","6","1",20,4,4,4,4,3,3,2,2,3,1,1,2,2,4,4,3,1,2,2,2,2,3,3,3,3,2,2,2,2,2,2,2,3,3,0,3,0,2,3,1,3,3,1,3,3,0,3,3,1,3,3,0,0,1,0,0,0,3,0,3,0,0,0,0,0,1,0,0,3,0,3,1
"270",271,"1","5","1",21,2,1,2,4,1,1,1,1,1,1,1,2,1,3,2,3,2,1,1,2,1,1,0,1,1,0,1,0,0,0,0,2,1,0,0,1,0,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2
"271",272,"1","5","1",18,5,5,3,4,3,3,1,1,3,1,1,4,1,5,5,5,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,2,1,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"272",273,"1","5","2",21,1,2,2,1,1,1,1,1,1,1,1,3,1,4,4,5,1,1,2,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"273",274,"1","5","2",19,1,1,1,1,1,1,1,1,1,1,2,3,2,1,1,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.376159162085261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"274",275,"1","5","1",18,4,5,4,3,4,4,3,2,3,1,1,4,1,5,4,4,4,4,5,4,3,2,2,3,3,3,3,3,3,3,3,2,2,2,0,2,0,0,3,0,0,3,0,1,1,0,2,0,2,1,1,0,2,0,0,0,0,1,1,2,0,0,1,0,0,3,0,1,2,0,3,1
"275",276,"1","5","1",18,1,1,1,1,1,1,1,1,1,1,2,1,1,2,3,2,2,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,0,1,1,1,2,2,1,3,0,0,3,0,1,2,0,0,3,0,3,0,0,0,0,1,0,0,0,0,0,3,2,0,1,2,3,0
"276",277,"1","2","2",21,3,3,3,3,3,3,3,3,4,3,4,3,4,3,3,3,3,3,3,3,1,1,2,2,2,1,2,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"277",278,"1","6","1",18,3,2,2,3,1,1,1,1,1,1,1,2,1,3,3,3,2,2,2,3,1,2,1,1,0,0,1,0,0,1,1,2,1,2,1,2,0,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,2,0,2,0,1,1
"278",279,"1","5","1",19,2,3,3,2,1,1,1,1,1,2,2,2,1,2,2,2,1,1,1,1,1,2,0,0,0,0,2,1,1,0,1,0,3,1,0,1,0,1,1,1,0,0,2,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0
"279",280,"1","2","2",19,1,2,2,2,2,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,3,0,1,1,0,0,0,1,0,1,1,0,0,1,2,1,2,0,0,2,1,0,0
"280",281,"1","5","1",18,3,4,4,4,3,3,2,1,4,3,3,3,3,3,3,2,1,1,1,1,3,2,2,2,1,1,3,3,3,3,3,2,3,3,0,3,2,3,3,2,2,2,3,3,0,0,3,0,1,2,2,1,3,0,2,0,0,0,2,3,0,0,1,0,1,3,0,1,3,2,3,0
"281",282,"1","5","1",18,3,3,3,3,1,2,1,1,1,1,1,3,1,3,3,3,1,2,4,1,2,2,2,2,1,1,2,2,2,1,1,0,0,0,0,2,0,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
"282",283,"1","5","1",20,3,2,2,2,3,3,3,3,2,2,2,2,2,2,3,3,3,3,3,3,2,2,2,2,2,2,2,1,2,2,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"283",284,"1","5","2",18,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"284",285,"1","5","2",19,1,1,1,1,5,5,1,1,5,1,1,1,1,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"285",286,"1","6","1",18,5,5,5,5,1,1,1,1,2,2,4,5,4,5,5,1,1,1,2,1,1,0,1,1,1,1,1,0,1,0,1,0,3,3,2,3,3,3,3,3,0,0,0,3,3,0,3,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,1,0,0,3,0,0,3,2,3,0
"286",287,"1","5","2",20,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
"287",288,"1","6","1",18,2,1,1,3,1,1,1,1,1,1,2,4,1,3,3,3,3,2,2,2,2,3,0,0,0,0,0,1,0,2,0,0,1,2,0,1,0,0,1,0,0,3,2,0,0,0,1,0,2,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,3,0
"288",289,"1","5","1",20,3,2,2,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,3,3,1,3,1,0,0,0,0,3,0,1,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,3,2,3
"289",290,"1","6","1",19,1,2,2,2,2,1,1,1,1,1,1,1,2,3,1,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,3,3,1,0,0,1,0,2,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,1,3,1
"290",291,"1","6","1",19,3,3,1,2,1,1,1,1,1,1,1,3,1,3,2,3,1,1,3,1,0,1,0,0,0,0,0,2,0,1,1,0,1,0,0,3,0,1,1,0,0,0,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0
"291",292,"1","2","2",19,2,2,1,1,4,4,3,3,3,1,1,2,1,5,5,5,3,2,2,5,1,0,0,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"292",293,"1","5","1",19,3,3,3,3,3,2,2,2,3,2,2,3,1,3,3,3,3,2,2,2,1,2,2,1,0,0,1,1,1,2,2,1,2,1,0,0,0,2,1,0,0,0,3,1,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
"293",294,"1","5","2",18,1,3,3,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"294",295,"1","2","2",18,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"295",296,"1","2","1",21,1,3,3,4,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"296",297,"1","2","2",21,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,3,2,1,1,2,2,1,1,2,2,2,2,1,2,2,1,1,1,1,1,1,0,0,0,1,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0
"297",298,"1","6","1",18,5,2,2,5,3,3,1,1,3,1,2,5,1,5,5,3,3,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,2,2,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,3,2,0
"298",299,"1","5","1",19,4,5,5,5,4,4,4,4,3,3,4,3,2,3,4,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,1,3,1,0,1,2,0,0,3,0,1,1,0,0,0,0,2,0,0,0,2,2,1,0,3,1,0,2,0,0,2,0,2,3
"299",300,"1","5","1",20,3,3,2,2,4,4,3,2,2,3,2,2,2,2,3,2,2,2,2,2,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,2,0,0,3,3,0,0,3,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,1
"300",301,"1","5","2",19,3,4,3,2,3,2,1,1,3,1,2,3,2,3,3,2,2,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,2,0,1,1,1,1,2
"301",302,"1","6","2",19,2,4,4,4,1,1,1,1,2,3,2,2,2,2,2,2,3,3,3,3,1,2,1,2,1,1,1,2,1,1,2,1,1,0,2,2,0,2,1,0,2,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,2,0,1,0,0,0,1,2,0,0,0,0,0
"302",303,"1","2","2",23,3,4,3,3,3,2,3,2,3,4,3,2,2,3,4,4,3,4,3,4,2,1,2,2,2,1,2,1,1,2,1,2,2,1,2,2,3,3,2,2,1,2,1,1,2,2,2,2,2,1,1,0,0,1,2,2,2,1,2,2,1,2,1,1,2,1,3,2,2,2,1,1
"303",304,"1","5","2",21,4,5,5,5,3,4,2,2,4,3,4,4,4,5,5,5,5,1,2,5,2,3,1,2,2,1,1,2,2,3,2,2,1,0,0,0,0,1,1,1,0,2,1,1,0,0,2,0,1,1,0,0,0,0,3,1,0,1,0,0,0,1,0,0,0,3,0,2,0,1,2,2
"304",305,"1","5","2",20,2,5,5,5,2,2,1,1,3,3,2,3,3,3,2,3,4,3,3,3,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,3,0
"305",306,"1","5","1",19,4,1,2,1,3,3,3,3,1,4,1,3,3,2,3,1,1,1,1,1,2,0,1,1,2,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0
"306",307,"1","6","3",18,3,3,2,2,1,1,1,1,1,2,2,2,1,3,3,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,3,1,1,2,0,2,2,0,0,1,0,0,1,0,0,2,0,1,1,1,0,0,1,1,0,0,0,0,2,0,0,1,2,2,1
"307",308,"1","2","2",21,1,2,1,2,2,2,2,1,2,1,2,2,1,2,2,1,1,1,1,1,1,1,2,1,2,2,1,1,2,1,1,2,1,0,0,1,0,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1
"308",309,"1","2","2",20,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"309",310,"1","2","2",20,2,1,1,1,2,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"310",311,"1","5","2",19,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"311",312,"1","5","1",18,3,2,2,1,2,2,1,1,1,1,2,4,1,4,3,1,1,2,2,1,1,1,2,1,1,1,2,1,1,1,2,1,2,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
"312",313,"1","2","1",21,2,3,1,3,1,1,1,1,2,3,4,2,1,3,2,2,1,2,1,1,1,1,1,1,0,0,2,1,1,1,1,1,1,1,0,1,2,0,1,1,0,1,0,3,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,2,3,0
"313",314,"1","2","1",21,3,2,2,2,3,3,2,2,3,4,2,2,1,2,3,2,1,1,1,1,3,3,2,2,2,2,3,3,3,3,3,3,3,3,0,1,0,3,1,1,3,3,1,2,0,1,2,0,1,1,0,0,1,0,1,0,3,0,0,2,3,1,2,1,1,3,1,0,1,2,2,1
"314",315,"1","1","1",21,3,2,1,1,1,1,1,1,1,1,1,2,1,3,3,4,2,2,3,4,3,0,0,0,1,1,0,0,0,0,0,0,2,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,1
"315",316,"1","5","1",18,2,2,2,2,1,1,1,1,1,1,1,3,1,2,2,2,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,1,0,2,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"316",317,"1","5","1",18,2,1,1,1,2,1,1,1,1,1,2,2,1,2,2,3,1,1,1,3,2,1,1,1,1,1,2,2,2,2,1,1,3,0,0,2,1,3,1,0,0,0,1,0,0,1,3,0,1,0,0,0,3,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1
"317",318,"1","5","1",18,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"318",319,"1","2","1",18,2,3,3,1,1,1,1,1,1,1,1,3,1,3,3,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,0,3,1,1,0,0,0,1,0,0,3,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1
"319",320,"1","5","1",18,2,4,5,4,2,2,2,2,1,2,2,1,1,2,2,1,1,1,1,1,2,0,0,0,2,1,1,2,0,0,0,0,3,2,0,2,1,3,1,0,0,0,1,0,1,0,2,0,0,1,0,0,1,0,2,0,0,0,1,3,0,0,1,0,0,1,0,0,0,0,1,1
"320",321,"1","5","1",18,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,4,3,1,3,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0,1,0,0,0,1,0,1,3,0,1,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
"321",322,"1","5","1",18,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,3,3,0,3,3,0,3,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,3,0,2,0,0,3,0,0,0,3,0,3,0,0,3,0,1,0
"322",323,"1","2","2",19,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"323",324,"1","5","1",20,4,2,3,2,3,3,3,3,2,3,3,3,3,3,3,3,2,2,4,3,3,2,2,2,2,2,2,3,3,2,2,1,0,3,2,2,1,2,1,0,0,0,1,0,0,0,2,0,0,1,0,0,2,0,1,0,3,0,1,2,1,0,1,2,0,0,0,0,3,1,1,0
"324",325,"1","3","2",21,4,2,2,2,3,2,1,1,1,1,1,4,1,4,4,4,3,5,5,3,2,1,1,1,2,2,3,2,2,0,0,1,1,0,2,0,1,2,1,0,1,2,1,3,0,0,3,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,1,1
"325",326,"1","3","2",18,3,3,3,3,3,2,3,3,3,3,2,2,3,3,3,3,2,3,2,3,2,2,1,2,1,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,2,1,2,2,1,2,1,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2
"326",327,"1","6","1",19,2,3,4,2,2,1,1,1,1,1,3,3,3,4,4,3,2,1,2,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,1,0,2,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,1
"327",328,"1","5","2",18,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"328",329,"1","5","1",18,3,1,1,1,1,3,1,1,1,1,1,3,1,4,4,1,1,1,3,1,0,0,0,0,0,0,2,1,1,0,0,0,3,1,0,2,0,0,1,0,0,0,3,1,2,0,1,0,2,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,3,0,2,2
"329",330,"1","5","1",19,1,4,2,1,1,1,1,1,2,2,1,2,1,3,3,2,2,3,3,1,2,0,0,0,0,0,2,2,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225442614497437,0,0,0,0,0,0,0,0,0
"330",331,"1","5","1",19,4,3,3,3,1,1,1,1,1,1,3,4,1,3,3,5,2,3,3,4,1,1,2,2,1,1,2,2,1,1,2,2,3,1,1,1,0,1,2,0,2,0,1,1,1,0,2,2,1,0,0,0,1,0,0,0,0,0,1,2,1,0,1,0,0,1,0,0,0,0,1,1
