"","pid","group","race_ethn","gender","age","geq_1","geq_10","geq_11","geq_12","geq_13","geq_14","geq_15","geq_16","geq_17","geq_18","geq_19","geq_2","geq_20","geq_3","geq_4","geq_5","geq_6","geq_7","geq_8","geq_9","ibqh_1","ibqh_10","ibqh_11","ibqh_12","ibqh_2","ibqh_3","ibqh_4","ibqh_5","ibqh_6","ibqh_7","ibqh_8","ibqh_9","tsc_1","tsc_10","tsc_11","tsc_12","tsc_13","tsc_14","tsc_15","tsc_16","tsc_17","tsc_18","tsc_19","tsc_2","tsc_20","tsc_21","tsc_22","tsc_23","tsc_24","tsc_25","tsc_26","tsc_27","tsc_28","tsc_29","tsc_3","tsc_30","tsc_31","tsc_32","tsc_33","tsc_34","tsc_35","tsc_36","tsc_37","tsc_38","tsc_39","tsc_4","tsc_40","tsc_5","tsc_6","tsc_7","tsc_8","tsc_9"
"161",162,"1","5","1",18,2,5,5,5,5,5,5,5,5,3,1,2,1,2,2,1,2,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,3,0,2,3,0,1,3,0,0,0,0,0,3,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,3,3,0
"162",163,"1","5","1",19,5,3,4,3,3,2,1,1,1,1,3,5,2,5,5,5,4,1,2,1,1,2,2,2,2,2,2,1,2,1,1,2,1,2,0,2,1,3,1,0,2,0,3,1,0,3,3,0,1,2,0,1,0,0,0,0,0,1,1,0,3,1,1,0,1,1,0,0,1,2,0,0
"163",164,"1","5","2",20,3,3,2,2,1,1,1,1,1,1,1,3,1,5,5,4,2,2,4,4,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,2,0,0,3,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"164",165,"1","5","1",18,5,4,4,4,5,5,3,2,4,3,5,5,3,5,5,4,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,2,0,3,0,1,3,1,1,1,1,3,2,1,3,1,2,0,0,0,1,2,1,0,2,0,2,3,0,0,0,0,0,2,0,0,3,1,2,1
"165",166,"1","6","1",18,3,3,3,2,1,1,1,1,1,1,1,3,1,3,3,3,3,2,3,3,1,3,1,1,0,0,3,3,2,2,2,2,1,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"166",167,"1","5","1",18,5,4,3,2,3,2,2,2,2,1,5,5,2,5,5,3,2,2,4,4,0,3,3,3,1,2,3,3,2,3,3,3,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0
"167",168,"1","2","2",20,2,4,4,4,1,1,2,1,2,3,3,2,3,3,3,3,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
"168",169,"1","5","1",21,3,4,2,5,3,2,1,1,1,3,4,3,1,5,5,3,5,4,4,3,2,2,2,2,1,1,3,2,2,3,2,2,1,3,1,2,2,2,1,1,2,0,0,3,0,2,2,2,0,0,0,0,2,2,0,0,1,0,2,3,2,0,2,2,1,1,0,2,2,2,3,1
"169",170,"1","5","2",19,2,2,2,1,1,1,1,1,1,1,1,2,1,2,2,3,1,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"170",171,"1","6","1",19,4,4,4,3,3,3,2,1,4,1,1,4,1,4,4,3,2,1,2,1,1,0,0,0,2,0,1,1,0,0,0,0,3,1,0,1,0,1,1,1,0,1,3,3,0,0,3,1,2,2,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,3,1,1,2,0,2,1
"171",172,"1","5","1",19,4,3,3,2,3,2,1,1,2,1,3,4,2,4,4,5,4,2,3,4,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,1,2,2,1,1,1,0,2,3,1,1,3,0,0,1,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,3,2
"172",173,"1","5","1",19,3,3,3,4,3,3,2,1,3,1,3,3,1,3,3,2,1,2,1,3,1,2,1,2,0,0,0,0,0,2,2,1,2,2,0,2,2,1,3,1,2,1,2,2,1,0,3,1,1,0,1,0,2,0,1,0,1,0,1,1,1,0,1,2,1,0,0,0,2,2,3,1
"173",174,"1","6","2",19,4,3,3,2,2,3,1,1,2,3,3,4,3,5,5,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,3,1,1,3,3,3,2,0,0,3,0,0,3,0,3,2,0,0,1,3,0,0,3,3,1,1,2,1,1,3,1,2,2,1,3
"174",175,"1","5","2",18,1,1,2,2,2,1,1,1,1,2,2,1,3,3,3,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,3,1,0,3,3,1,1,0,0,2,0,1,1,0,0,1,0,1,0,0,0,1,1,3,2,1,0,0,1,0,2,3,0,2,3
"175",176,"1","5","1",18,3,2,3,1,3,3,2,2,3,1,4,5,1,4,3,5,1,5,5,5,3,3,1,0,1,1,3,2,0,3,2,0,1,2,1,3,0,3,3,0,1,0,2,2,2,2,3,2,1,0,0,0,1,2,2,0,0,0,3,2,0,0,2,0,0,1,2,2,3,3,0,1
"176",177,"1","1","2",19,2.0527042159734,4,4,4,1,1,1,1,2,3,3,2.65014527706576,3,3.571014131474,3.74193547101794,4,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,2,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0
"177",178,"1","2","1",19,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,0,2,2,2,3,3,1,2,2,2,1,1,1,0,2,1,0,2,0,0,1,0,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0
"178",179,"1","5","1",18,3,2,3,2,3,3,3,3,1,1,2,4,1,3,3,2,2,3,2,2,2,0,0,0,0,1,2,0,0,0,0,0,2,1,0,2,2,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,2,1
"179",180,"1","5","1",18,3,2,3,2,3,3,3,3,1,1,1,3,1,3,3,3,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"180",181,"1","5","1",18,5,5,5,5,5,5,5,5,3,1,1,3,1,5,5,5,5,5,1,2,3,0,0,0,2,3,0,0,0,0,0,0,3,3,0,1,0,1,1,0,0,3,3,0,1,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"181",182,"1","2","2",18,1,1,1,1,1,1,1,1,1,3,3,1,2,1,1,4,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,1,0,0,3,3,0,0
"182",183,"1","5","1",19,3,2,2,2,3,3,2,2,2,1,1,3,1.33123340817402,3,3,3,1,1,2,2,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0
"183",184,"1","5","2",19,3,2,2,2,1,1,1,1,1,3,3,1,3,3,3,4,3,2,2,2,2,1,1,1,1,1,1,1,1,2,1,1,0,0,0,1,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0
"184",185,"1","3","1",18,4,4,4,4,3,4,2,2,1,3,3,4,3,4,4,3,1,2,1,2,2,3,2,1,0,0,0,0,1,3,2,1,3,2,2,2,1,2,2,2,2,1,0,2,1,2,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,2,1,0,2,0,2,1
"185",186,"1","5","2",20,2,2,3,1,1,1,1,1,1,1,4,2,3,1,4,2,4,3,1,3,2,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1,0,1,1,0,2,1,0,0,0,3,1,2,0,0,0,3,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0
"186",187,"1","3","1",18,2,2,3,2,3,2,1,1,1,4,5,2,4,2,2,2,1,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,2,2,1,0
"187",188,"1","5","1",18,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,2,0,0,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"188",189,"1","2","2",22,3,3,2,2,2,3,3,2,2,2,3,2,2,2,3,2,3,2,3,4,1,2,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,2,1,2,1,1,2,1,2,1,2,2,1,1,1,1,1,2,2
"189",190,"1","5","2",19,2,1,2,1,1,1,1,1,1,1,1,2,1,3,3,4,4,1,1,1,1,0,1,1,0,0,2,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"190",191,"1","5","1",20,3,2,3,2,2,2,1,1,2,2,2,3,2,3,3,3,1,2,1,2,1,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,1,3,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0
"191",192,"1","5","1",19,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,0,1,0,2,0,0,1,1,3,3,2,1,3,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"192",193,"1","5","1",18,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"193",194,"1","5","1",18,5,3,1,3,4,4,1,1,3,1,1,3,1,3,3,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,2,1,1,1,1,1,0,0,0,2,0,0,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"194",195,"1","5","2",18,4,1,1,1,1,1,1,1,1,1,1,4,1,4,4,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"195",196,"1","1","1",19,3,3,2,2,2,2,1,2,2,4,3,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,2,1,1,1,2,1,1,0,0,1,0,2,1,1,0,0,0,2,1,0,2,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,2,1
"196",197,"1","2","1",18,4,5,5,1,5,5,1,1,1,1,2,3,1,4,4,5,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,2,2,1,0,1,3,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,2,3,0
"197",198,"1","5","1",18,3,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,3,1,1,1,0,0,2,2,2,1,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"198",199,"1","2","1",23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.626879082166814,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
"199",200,"1","5","2",18,2,3,3,3,3,2,1,1,2,2,1,2,1,2,2,2,1,1,1,1,3,1,0,0,0,0,1,0,0,0,0,0,1,3,0,1,2,2,1,0,1,0,0,2,0,0,3,1,1,1,0,0,0,1,0,0.070552788970804,0,3,1,1,0,2,1,0,0,2,1,0,1,0,1,0
"200",201,"1","5","2",18,4,4,3,2,2,2,1,2,1,1,1,4,1,2,5,5,4,1,2,2,2,0,0,0,1,1,2,1,1,1,0,0,3,0,0,0,0,3,0,1,0,0,0,1,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0
"201",202,"1","5","1",18,1,2,3,2,1,1,1,1,1,1,1,1,1,1,1,2,3,3,1,1,2,2,1,1,0,2,2,2,2,3,2,1,2,0,2,3,1,1,2,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,3,0,1,3,2,1,1
"202",203,"1","5","2",18,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"203",204,"1","6","2",19,2,2,1,1,2,2,1,1,1,3,2,2,3,3,3,1,1,1,1,1,0,1,0,0,0,0,0,0,2,0,0,0,1,2,1,3,3,3,3,1,2,1,1,3,2,1,3,0,1,2,0,0,0,0,1,0,0,0,3,2,1,0,1,0,0,1,1,0,3,1,3,2
"204",205,"1","5","2",21,1,2,1,3,1,1,1,1,1,3,3,1,3,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"205",206,"1","2","2",20,3,2,2,2,4,2,2,2,2,3,3,3,3,3,3,3,1,2,2,1,2,2,0,0,2,2,2,2,2,1,1,2,2,0,2,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,2,0,0
"206",207,"1","5","1",18,5,4,5,2,2,2,1,2,1,1,1,5,1,5,5,5,1,2,2,1,0,1,0,0,3,3,3,2,2,2,0,0,2,2,3,1,1,3,0,1,3,2,3,2,0,3,3,0,0,3,0,0,3,0,0,0,0,0,1,3,3,1,0,0,1,0,3,0,1,0,2,0
"207",208,"1","5","2",19,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,3,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,0,1,1,2,0,0,0,2,0,0,1,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"208",209,"1","5","1",18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,3,3,1,1,1,1,1,2,3,2,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"209",210,"1","5","2",19,3,2,2,1,3,3,1,1,3,1,2,3,2,3,3,4,3,2,2,1,0,1,0,0,0,0,0,0,0,0,0,3,3,1,0,1,0,3,2,0,0,2,0,0,0,0,3,0,1,3,0,1,0,0,1,0,1,0,1,2,0,2,2,0,1,3,2,0,1,2,0,0
"210",211,"1","5","1",19,2,3,3,2,2,2,1,1,2,2,3,1,3,3,2,3,3,1,2,1,0,2,0,0,0,0,1,2,2,2,1,2,3,0,0,1,0,1,1,1,1,0,3,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"211",212,"1","5","2",18,4,3,2,3,3,2,1,1,1,1,1,3,1,3,3,4,4,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"212",213,"1","5","2",18,2,3,4,3,1,2,1,1,1,2,2,2,1,2,3,2,2,2,2,1,0,2,1,1,0,0,1,1,1,1,1,3,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.778953165218502,0,0,0,0,0,0,1,0,0,0,0,1,0
"213",214,"1","5","2",19,3,2,2,1,3,3,2,2,2,1,1,3,1,4,5,4,4,3,3,3,0,0,0,0,2,1,0,0.734203524260939,0.410991535577372,1.10611260204001,0.887800480348365,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"214",215,"1","5","1",19,4,4,3,2,3,3,3,1,1,2,1,3,3,4,4,4,4,4,2,3,2,2,2,2,1,1,3,2,2,2,2,2,3,1,0,2,2,2,2,1,2,0,3,3,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"215",216,"1","5","2",19,3,2,4,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,1,2,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0.581045648692293,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"216",217,"1","5","2",19,4,1,1,1,2,2,1,1,3,1,2,4,2,4,4,4,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,1,3,0,3,1,2,2,0,0,0,0,0,2,2,1,2,0,0,0,0,0,2,2,2,0,1,0,0,0,1,0,3,0,2,3
"217",218,"1","5","1",18,2,2,2,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,2,2,1,0,2,0,3,0,1,0,0,0,0,0,0,0,1.84020641453306,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,1,0
"218",219,"1","5","1",20,5,5,5,5,3,3,2,3,3,4,5,5,4,5,5,5,5,5,5,5,2,2,3,2,3,3,3,3,3,3,2,1,1,1,0,3,0,1,2,1,0,2,0,1,0,3,2,0,1,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,2,3,0,0,3,1,1,0
"219",220,"1","5","1",19,1,4,4,2,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,3,1,0,1,0,2,0,0,1,1,2,2,0,2,0,2,3,0,0,1,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,1,0,1,0
"220",221,"1","2","1",19,4,3,1,4,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,1,0,0,0,1,2,2,0,2,0,0,0,3,0,1,0,0,2,1,3,3,0,0,3,0,0,1,2,0,1,0,0,1,0,3,0,1,0,0,0,0,0,0,0,1,3,2,0,1,3,3,0
"221",222,"1","5","1",21,3,3,3,3,5,4,3,3,4,3,3,3,2,3,3,3,2,1,1,2,2,1,1,1,2,2,2,2,1,1,1,1,2,2,0,3,1,2,3,1,2,2,0,1,3,0,2,1,1,1,1,0,1,1,0.568151911835789,0,0,0,0,2,0,1,1,0,1,1,1,1,2,2,1,2
"222",223,"1","5","2",19,3,2,1,2,3,2,3,3,2,2,1,2,2,3,3,3,3,2,3,1,2,1,2,1,1,1,2,1,1,2,1,1,2,1,0,0,0,3,0,0,0,0,2,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
"223",224,"1","5","1",18,2,4,2,1,3,3,2,2,1,1,2,2,1,2,3,1,1,1,1,1,3,0,0,0,0,0,1,3,2,0,0,3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"224",225,"1","2","1",21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,0,1,0,0,1,0,0,1,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,1
"225",226,"1","6","1",20,2,2,2,2,1,1,1,1,1,1,2,2,3,2,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0
"226",227,"1","5","2",18,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,1,1,3,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"227",228,"1","5","1",19,2,2,3,3,1,1,1,1,1,2,1,2,1,2,2,4,4,3,3,4,3,0,0,0,1,1,2,1,1,2,1,0,3,0,0,0,0,2,1,0,3,0,3,2,0,0,3,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
"228",229,"1","6","1",18,3,1,1,1,2,2,1,1,1,1,1,3,1,3,3,3,3,2,2,3,2,2,2,2,0,2,1,1,2,1,1,0,1,0,1,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"229",230,"1","5","1",18,3,3,2,2,2,2,2,2,1,1,1,3,1,3,3,4,2,2,2,4,1,0,0,0,0,0,1,0,1,0,0,0,3,1,0,0,0,2,1,1,0,0,0,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0
"230",231,"1","5","1",18,2,4,4,5,1,1,2,2,1,2,2,1,1,2,2,3,1,2,3,1,1,0,0,0,0,0,2,1,2,0,1,1,1,1,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
"231",232,"1","5","2",18,4,4,5,3,1,1,1,1,1,2,1,2,1,4,5,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,0,3,3,2,0,0,2,3,0,0,2,0,0,3,1,0,2,0,0,0,3,0,1,0,0,0,0,2,0,0,0,0,3,1,0,0
"232",233,"1","6","2",19,3,5,5,5,4,4,1,1,3,1,1,3,1,4,4,4,4,3,4,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,0,1,3,0,0,0,1,1,3,0,0,2,0,1,0,0,3,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,2,1,0
"233",234,"1","2","2",19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,2,3,0,2,3,2,2,2,2,2,3,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0
"234",235,"1","5","2",20,2,3,3,2,1,1,1,1,3,1,1,2,1,2,3,2,1,1,3,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1375387954903,0
"235",236,"1","5","1",19,3,5,4,5,2,2,2,2,2,4,4,2,4,3,3,2,1,1,2,1,2,1,1,1,1,1,2,2,2,3,3,1,3,3,1,2,2,2,2,2,0,2,3,3,3,0,2,0,1,1,0,0,2,1,0,0,1,1,1,1,1,0,1,1,1,2,0,1,2,2,3,1
"236",237,"1","5","1",20.1145491663072,4,3,2,2,2,2,2,2,3,2,1,1,1,4,4,4,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,3,1,0,0,0,3,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,3,0,0,0,1,1,1
"237",238,"1","2","2",19,2,1,2,1,2,1,1,1,1,2,2,3,1,2,3,4,3,4,4,3,2,0,2,1,1,2,1,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"238",239,"1","6","1",18,5,5,5,5,3,3,3,3,3,3,3,4,3,5,5,5,4,4,4,4,2,3,2,2,2,2,3,3,2,2,3,3,3,1,0,0,1,2,3,2,0,0,0,3,1,0,3,0,1,2,2,0,3,0,0,2,1,0,0,2,0,0,3,0,1,2,0,0,0,0,3,3
"239",240,"1","5","1",18,3,3,3,2,3,3,3,3,1,1,2,4,1,3,2,3,2,1,1,2,3,3,2,1,1,1,2,3,2,2,1,1,0,2,0,3,1,1,3,1,0,0,2,1.33242798363439,0,1,1,0,0,1,1,0,1,0,0,0,1,0,2,2,0,0,1,0,0,0,0,0,3,1,2,1
"240",241,"1","2","2",21,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"241",242,"1","5","1",20,3,2,2,3,3,3,3,3,3,3,2,3,1,3,3,2,1,2,1,1,1,1,1,2,1,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"242",243,"1","5","1",19,2,3,3,3,1,1,1,1,1,1,2,2,1,2,2,3,2,2,3,2,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,2,0,1,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,0,2,0
"243",244,"1","5","2",19,1,3,1,1,1,1,1,1,3,3,3,1,3,1,1,1,1,1,1,1,0,1,2,1,1,2,1,0,1,2,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,2,1,1,2,1,1,0,2,1,1,1
"244",245,"1","5","1",18,2,3,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0
"245",246,"1","5","1",18,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,3,0,0,2,3,3,2,2,0,0,2,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1
